variable,log_finalWorth,log_gdp,age,cpi_country,life_expectancy_country,gross_tertiary_education_enrollment
log_finalWorth,1.0,0.09657268201876246,0.14403894545375975,-0.10424906025992717,0.08425964458213783,0.13740566394355405
log_gdp,0.09657268201876246,1.0,0.0054402543520438405,-0.021747021328379326,-0.048628193063250724,0.45288581683671647
age,0.14403894545375975,0.0054402543520438405,1.0,-0.1257740509764976,0.10037292766325047,0.10519087703337145
cpi_country,-0.10424906025992717,-0.021747021328379326,-0.1257740509764976,1.0,-0.8594759824128498,-0.4987254209489527
life_expectancy_country,0.08425964458213783,-0.048628193063250724,0.10037292766325047,-0.8594759824128498,1.0,0.5725676613427568
gross_tertiary_education_enrollment,0.13740566394355405,0.45288581683671647,0.10519087703337145,-0.4987254209489527,0.5725676613427568,1.0
