variable,finalWorth,log_finalWorth,age,rank,gdp_country_num,log_gdp
finalWorth,1.0,0.7064322246462401,0.06705284808355177,-0.4489295783324354,0.0375888375780535,0.04090817933005609
log_finalWorth,0.7064322246462401,1.0,0.1326979826193041,-0.92596103224277,0.05014165486818226,0.04575931233113615
age,0.06705284808355177,0.1326979826193041,1.0,-0.14268639039042233,-0.06863816060592633,-0.05793744530244014
rank,-0.4489295783324354,-0.92596103224277,-0.14268639039042233,1.0,-0.05270465392281632,-0.045006062886448386
gdp_country_num,0.0375888375780535,0.05014165486818226,-0.06863816060592633,-0.05270465392281632,1.0,0.9039952884043492
log_gdp,0.04090817933005609,0.04575931233113615,-0.05793744530244014,-0.045006062886448386,0.9039952884043492,1.0
